,execucao_id,prova_id,mago,categoria,tarefa,dificuldade,pressao,resistencia_alvo,alvo_movel,contexto,tempo_execucao_s,precisao_pct,potencia_pct,controle_pct,sucesso,dano_colateral,soma_skills
198,E00199,P079,Lord Voldemort,Transfiguracao,Duro,3,7,9,0,missao,11.64,76.61,88.54,73.5,1,0,252.01
199,E00200,P080,Lord Voldemort,Transfiguracao,Piertotum Locomotor,5,8,4,0,missao,13.8,76.07,88.99,79.43,1,0,254.69
200,E00201,P081,Lord Voldemort,Pocoes,Antidoto simples,1,4,4,0,exame,10.5,80.43,93.35,81.18,1,0,260.46000000000004
201,E00202,P082,Lord Voldemort,Pocoes,Pocao Wiggenweld,3,8,3,0,missao,11.11,74.1,89.47,70.23,0,0,231.69
202,E00203,P083,Lord Voldemort,Pocoes,Pocao Polissuco,4,6,2,1,exame,12.24,75.14,81.49,74.69,1,0,239.07999999999998
203,E00204,P084,Lord Voldemort,Pocoes,Veritaserum,5,9,5,0,duelo_real,15.45,69.44,80.43,74.75,1,0,234.17000000000002
204,E00205,P085,Lord Voldemort,Pocoes,Antidoto simples,1,10,3,1,duelo_real,10.93,81.55,86.07,78.94,1,0,250.63
205,E00206,P086,Lord Voldemort,Pocoes,Pocao Wiggenweld,2,9,9,1,duelo_real,13.18,79.62,91.15,65.46,0,1,226.05
206,E00207,P087,Lord Voldemort,Pocoes,Pocao Polissuco,4,4,8,0,exame,15.84,69.58,84.79,80.51,0,0,235.04
207,E00208,P088,Lord Voldemort,Pocoes,Veritaserum,5,3,4,0,treino,13.76,73.16,75.03,70.4,1,0,228.83
208,E00209,P089,Lord Voldemort,Pocoes,Antidoto simples,1,1,8,0,treino,12.15,78.03,75.5,75.53,0,0,226.91
209,E00210,P090,Lord Voldemort,Pocoes,Pocao Wiggenweld,2,3,8,0,treino,13.51,74.15,77.01,76.12,1,0,235.77000000000004
210,E00211,P091,Lord Voldemort,Pocoes,Pocao Polissuco,4,7,10,0,missao,15.07,82.38,89.37,66.71,0,1,231.39
211,E00212,P092,Lord Voldemort,Pocoes,Veritaserum,5,9,3,1,duelo_real,14.2,76.13,82.75,71.99,1,0,239.67000000000002
212,E00213,P093,Lord Voldemort,Pocoes,Antidoto simples,1,2,3,0,treino,13.25,72.66,87.29,80.04,1,0,241.74
213,E00214,P094,Lord Voldemort,Pocoes,Pocao Wiggenweld,2,3,5,1,treino,12.55,78.48,93.31,65.8,1,0,244.04000000000002
214,E00215,P095,Lord Voldemort,Pocoes,Pocao Polissuco,4,5,5,1,exame,14.83,74.62,83.97,77.78,1,0,244.54
215,E00216,P096,Lord Voldemort,Pocoes,Veritaserum,5,7,2,0,missao,15.46,80.12,88.59,66.1,1,0,241.35
216,E00217,P097,Lord Voldemort,Pocoes,Antidoto simples,1,7,1,1,missao,10.03,77.18,89.44,84.57,1,1,244.16
217,E00218,P098,Lord Voldemort,Pocoes,Pocao Wiggenweld,2,4,10,0,exame,13.27,81.33,88.82,72.24,1,0,253.11999999999998
218,E00219,P099,Lord Voldemort,Pocoes,Pocao Polissuco,4,6,6,0,exame,13.62,81.85,93.1,80.83,1,0,266.15999999999997
219,E00220,P100,Lord Voldemort,Pocoes,Veritaserum,5,2,4,1,treino,15.08,73.83,93.37,73.37,1,1,239.48999999999998
220,E00221,P101,Lord Voldemort,Cura,Episkey,2,6,6,1,exame,13.97,78.17,77.01,61.37,0,1,202.58
221,E00222,P102,Lord Voldemort,Cura,Ferula,2,10,9,0,duelo_real,13.87,77.14,90.1,70.15,1,0,246.51999999999998
222,E00223,P103,Lord Voldemort,Cura,Rennervate,3,5,2,0,exame,13.43,64.31,76.52,73.05,1,0,218.45
223,E00224,P104,Lord Voldemort,Cura,Vulnera Sanentur,5,10,7,1,duelo_real,14.93,73.27,79.03,68.62,0,0,222.99
224,E00225,P105,Lord Voldemort,Cura,Episkey,2,8,7,0,missao,11.98,71.27,74.65,61.16,0,1,196.10000000000002
225,E00226,P106,Lord Voldemort,Cura,Ferula,2,6,2,1,exame,13.24,66.87,80.47,70.27,0,0,210.37
226,E00227,P107,Lord Voldemort,Cura,Rennervate,2,5,9,0,exame,13.63,76.4,88.77,65.59,1,1,230.13000000000002
227,E00228,P108,Lord Voldemort,Cura,Vulnera Sanentur,5,2,8,0,treino,18.45,72.28,81.77,69.86,1,1,223.46000000000004
228,E00229,P109,Lord Voldemort,Cura,Episkey,1,10,9,1,duelo_real,11.07,71.56,76.52,74.29,1,0,232.3
229,E00230,P110,Lord Voldemort,Cura,Ferula,2,2,8,0,treino,12.84,70.93,80.87,68.85,1,1,219.81
230,E00231,P111,Lord Voldemort,Cura,Rennervate,3,10,8,0,duelo_real,14.24,65.41,84.05,73.66,1,0,232.87999999999997
231,E00232,P112,Lord Voldemort,Cura,Vulnera Sanentur,5,8,9,1,missao,16.15,61.69,76.43,59.2,0,0,200.17
232,E00233,P113,Lord Voldemort,Cura,Episkey,1,9,9,1,duelo_real,13.6,74.29,86.37,66.05,0,0,224.11000000000004
233,E00234,P114,Lord Voldemort,Cura,Ferula,2,7,2,0,missao,11.94,74.1,80.94,71.22,1,1,220.32
234,E00235,P115,Lord Voldemort,Cura,Rennervate,3,4,3,1,exame,14.3,76.78,82.57,67.7,1,0,231.75
235,E00236,P116,Lord Voldemort,Cura,Vulnera Sanentur,5,6,1,0,exame,14.71,69.03,77.58,66.82,0,0,209.72
236,E00237,P117,Lord Voldemort,Cura,Episkey,2,10,4,0,duelo_real,11.82,75.72,76.53,71.88,1,0,230.31
237,E00238,P118,Lord Voldemort,Cura,Ferula,1,4,4,1,exame,13.5,68.8,76.04,75.73,1,0,223.07
238,E00239,P119,Lord Voldemort,Cura,Rennervate,2,5,8,0,exame,14.01,80.57,85.71,75.5,1,0,249.76999999999998
239,E00240,P120,Lord Voldemort,Cura,Vulnera Sanentur,5,1,6,1,treino,16.07,67.74,79.93,61.33,1,1,208.93
240,E00241,P001,Gellert Grindelwald,Ataque,Expelliarmus,1,10,1,0,duelo_real,9.14,76.05,82.33,87.67,1,0,249.91000000000003
241,E00242,P002,Gellert Grindelwald,Ataque,Estupefaca,3,7,9,0,missao,11.59,83.8,88.43,83.91,1,0,269.55
242,E00243,P003,Gellert Grindelwald,Ataque,Bombarda,4,3,4,0,treino,13.71,83.12,84.68,81.87,1,0,257.96000000000004
243,E00244,P004,Gellert Grindelwald,Ataque,Confringo,4,9,8,0,duelo_real,14.92,79.05,87.47,75.78,1,0,253.37999999999997
244,E00245,P005,Gellert Grindelwald,Ataque,Expelliarmus,2,4,9,1,exame,12.86,75.29,84.71,82.55,0,0,242.69
245,E00246,P006,Gellert Grindelwald,Ataque,Estupefaca,3,10,4,1,duelo_real,12.3,87.66,86.86,73.47,1,0,255.69
246,E00247,P007,Gellert Grindelwald,Ataque,Bombarda,4,6,9,1,exame,15.28,83.54,92.0,89.77,1,0,277.03000000000003
247,E00248,P008,Gellert Grindelwald,Ataque,Confringo,5,10,7,0,duelo_real,14.2,79.44,94.9,81.72,1,0,268.86
248,E00249,P009,Gellert Grindelwald,Ataque,Expelliarmus,2,4,7,0,exame,11.75,81.83,91.78,82.25,1,0,265.11
249,E00250,P010,Gellert Grindelwald,Ataque,Estupefaca,3,4,3,0,exame,10.01,87.68,87.38,80.36,1,0,264.41
250,E00251,P011,Gellert Grindelwald,Ataque,Bombarda,4,7,10,0,missao,13.84,81.07,83.54,80.01,0,1,238.78
251,E00252,P012,Gellert Grindelwald,Ataque,Confringo,4,4,4,1,exame,14.57,88.13,89.69,66.87,1,1,242.12
252,E00253,P013,Gellert Grindelwald,Ataque,Expelliarmus,2,5,2,0,exame,12.4,76.7,88.72,79.9,1,0,248.92000000000004
253,E00254,P014,Gellert Grindelwald,Ataque,Estupefaca,3,2,2,0,treino,12.2,91.99,88.28,78.06,1,0,264.13
254,E00255,P015,Gellert Grindelwald,Ataque,Bombarda,3,9,10,0,duelo_real,12.71,78.55,93.39,82.74,1,0,267.97
255,E00256,P016,Gellert Grindelwald,Ataque,Confringo,5,2,4,0,treino,13.7,75.09,92.23,86.03,0,0,253.65000000000003
256,E00257,P017,Gellert Grindelwald,Ataque,Expelliarmus,2,7,9,1,missao,12.89,88.96,85.88,79.99,1,0,264.94
257,E00258,P018,Gellert Grindelwald,Ataque,Estupefaca,3,7,1,1,missao,10.44,83.05,87.76,76.88,1,0,254.25
258,E00259,P019,Gellert Grindelwald,Ataque,Bombarda,4,9,6,0,duelo_real,14.33,85.31,88.04,83.6,1,0,266.62000000000006
259,E00260,P020,Gellert Grindelwald,Ataque,Confringo,5,10,7,1,duelo_real,13.17,88.27,80.52,82.41,1,0,265.03
260,E00261,P021,Gellert Grindelwald,Defesa,Protego,2,4,3,0,exame,10.85,91.44,88.43,80.2,1,1,256.21999999999997
261,E00262,P022,Gellert Grindelwald,Defesa,Finite Incantatem,4,6,5,1,exame,14.12,78.78,91.27,81.9,1,1,250.83000000000004
262,E00263,P023,Gellert Grindelwald,Defesa,Protego Maxima,4,6,9,1,exame,14.59,77.86,84.19,75.92,1,0,250.38000000000002
263,E00264,P024,Gellert Grindelwald,Defesa,Expecto Patronum,5,6,7,0,exame,16.19,82.04,84.93,81.99,1,0,259.77000000000004
264,E00265,P025,Gellert Grindelwald,Defesa,Protego,2,9,9,1,duelo_real,12.56,81.05,93.16,85.04,1,0,269.69
265,E00266,P026,Gellert Grindelwald,Defesa,Finite Incantatem,2,7,4,0,missao,12.66,71.73,86.83,83.72,1,0,247.61999999999998
266,E00267,P027,Gellert Grindelwald,Defesa,Protego Maxima,4,9,10,0,duelo_real,14.06,72.99,85.17,83.81,0,0,245.91000000000003
267,E00268,P028,Gellert Grindelwald,Defesa,Expecto Patronum,5,4,6,1,exame,15.22,67.56,80.39,78.15,1,0,236.88
268,E00269,P029,Gellert Grindelwald,Defesa,Protego,2,2,1,0,treino,12.3,89.09,86.31,78.65,1,0,256.75
269,E00270,P030,Gellert Grindelwald,Defesa,Finite Incantatem,3,8,8,1,missao,12.88,81.53,84.26,82.43,1,0,259.34000000000003
270,E00271,P031,Gellert Grindelwald,Defesa,Protego Maxima,3,7,4,1,missao,12.19,86.97,87.66,75.74,1,0,258.18
271,E00272,P032,Gellert Grindelwald,Defesa,Expecto Patronum,5,8,9,0,missao,13.05,83.88,75.98,81.07,0,0,246.88
272,E00273,P033,Gellert Grindelwald,Defesa,Protego,2,9,2,0,duelo_real,10.43,80.51,91.94,82.01,1,0,260.03
273,E00274,P034,Gellert Grindelwald,Defesa,Finite Incantatem,3,4,9,1,exame,13.74,74.02,85.2,79.15,0,0,239.63
274,E00275,P035,Gellert Grindelwald,Defesa,Protego Maxima,4,5,1,0,exame,13.22,78.13,82.93,70.0,0,0,226.84
275,E00276,P036,Gellert Grindelwald,Defesa,Expecto Patronum,4,9,9,1,duelo_real,13.05,78.54,83.67,86.67,1,0,262.83
276,E00277,P037,Gellert Grindelwald,Defesa,Protego,2,7,1,0,missao,10.83,75.1,91.9,82.51,1,1,243.67999999999998
277,E00278,P038,Gellert Grindelwald,Defesa,Finite Incantatem,3,6,5,0,exame,14.07,76.58,84.19,79.12,1,0,246.82
278,E00279,P039,Gellert Grindelwald,Defesa,Protego Maxima,4,3,4,1,treino,12.27,82.2,90.33,81.29,1,0,263.55
279,E00280,P040,Gellert Grindelwald,Defesa,Expecto Patronum,5,3,8,1,treino,15.23,78.34,87.34,81.1,1,0,259.54999999999995
280,E00281,P041,Gellert Grindelwald,Encantamento,Wingardium Leviosa,1,8,1,0,missao,9.21,85.68,88.73,92.59,1,0,270.79
281,E00282,P042,Gellert Grindelwald,Encantamento,Accio,2,7,3,0,missao,11.01,90.21,95.04,89.22,1,0,280.46000000000004
282,E00283,P043,Gellert Grindelwald,Encantamento,Muffliato,3,1,3,0,treino,12.65,78.31,86.1,75.47,0,0,236.23
283,E00284,P044,Gellert Grindelwald,Encantamento,Feitico de Desilusao,4,9,2,0,duelo_real,12.28,77.66,89.65,81.92,1,0,256.95000000000005
284,E00285,P045,Gellert Grindelwald,Encantamento,Wingardium Leviosa,1,4,8,1,exame,12.07,82.67,76.24,82.18,1,0,249.02000000000004
285,E00286,P046,Gellert Grindelwald,Encantamento,Accio,2,9,6,1,duelo_real,13.11,77.75,81.73,74.15,0,0,230.52000000000004
286,E00287,P047,Gellert Grindelwald,Encantamento,Muffliato,3,3,1,1,treino,13.24,78.98,90.8,75.69,1,0,249.23000000000002
287,E00288,P048,Gellert Grindelwald,Encantamento,Feitico de Desilusao,5,9,10,0,duelo_real,14.28,92.82,81.03,86.88,1,0,276.45000000000005
288,E00289,P049,Gellert Grindelwald,Encantamento,Wingardium Leviosa,1,4,8,0,exame,13.04,78.81,74.26,87.06,1,0,247.09
289,E00290,P050,Gellert Grindelwald,Encantamento,Accio,2,2,2,0,treino,12.37,87.68,88.45,80.42,1,0,260.18
290,E00291,P051,Gellert Grindelwald,Encantamento,Muffliato,3,5,10,1,exame,12.42,79.48,88.53,77.91,1,0,259.49999999999994
291,E00292,P052,Gellert Grindelwald,Encantamento,Feitico de Desilusao,4,10,7,1,duelo_real,14.42,85.94,85.81,81.38,1,0,263.71
292,E00293,P053,Gellert Grindelwald,Encantamento,Wingardium Leviosa,1,5,3,0,exame,11.7,84.59,90.73,80.29,1,1,248.91000000000003
293,E00294,P054,Gellert Grindelwald,Encantamento,Accio,2,1,7,1,treino,14.1,85.91,81.44,76.82,1,0,251.06999999999996
294,E00295,P055,Gellert Grindelwald,Encantamento,Muffliato,3,1,7,0,treino,11.89,77.47,78.68,81.1,0,0,238.36
295,E00296,P056,Gellert Grindelwald,Encantamento,Feitico de Desilusao,4,5,10,1,exame,14.21,73.29,82.23,73.7,1,0,243.01000000000002
296,E00297,P057,Gellert Grindelwald,Encantamento,Wingardium Leviosa,1,2,2,1,treino,10.37,80.3,92.05,79.56,1,0,255.53999999999996
297,E00298,P058,Gellert Grindelwald,Encantamento,Accio,2,4,2,0,exame,10.22,88.41,85.74,82.93,1,1,252.85999999999999
298,E00299,P059,Gellert Grindelwald,Encantamento,Muffliato,4,4,10,0,exame,13.85,76.42,87.47,79.69,1,0,257.72999999999996
299,E00300,P060,Gellert Grindelwald,Encantamento,Feitico de Desilusao,4,6,9,0,exame,14.15,76.71,77.32,82.27,1,0,249.14999999999995
300,E00301,P061,Gellert Grindelwald,Transfiguracao,Reparifarge,3,1,5,0,treino,13.5,80.96,74.84,80.96,1,0,244.26
301,E00302,P062,Gellert Grindelwald,Transfiguracao,Vera Verto,3,2,6,0,treino,13.27,80.46,92.41,76.56,1,0,258.16
302,E00303,P063,Gellert Grindelwald,Transfiguracao,Duro,4,3,9,0,treino,14.27,77.24,83.46,75.76,0,0,239.18999999999997
303,E00304,P064,Gellert Grindelwald,Transfiguracao,Piertotum Locomotor,5,6,2,1,exame,12.99,82.85,90.92,78.38,1,0,261.15999999999997
304,E00305,P065,Gellert Grindelwald,Transfiguracao,Reparifarge,2,7,10,0,missao,13.87,87.52,70.6,73.39,0,0,231.64
305,E00306,P066,Gellert Grindelwald,Transfiguracao,Vera Verto,3,9,1,0,duelo_real,11.7,90.37,96.2,85.08,1,0,276.95
306,E00307,P067,Gellert Grindelwald,Transfiguracao,Duro,4,9,9,1,duelo_real,13.91,83.51,79.31,77.82,0,0,243.73
307,E00308,P068,Gellert Grindelwald,Transfiguracao,Piertotum Locomotor,5,9,2,1,duelo_real,13.89,72.03,81.76,83.69,1,0,245.59000000000003
308,E00309,P069,Gellert Grindelwald,Transfiguracao,Reparifarge,2,10,6,1,duelo_real,12.36,72.58,86.98,73.62,1,0,240.82
309,E00310,P070,Gellert Grindelwald,Transfiguracao,Vera Verto,3,2,7,1,treino,13.01,74.36,89.81,80.88,1,0,255.04000000000002
310,E00311,P071,Gellert Grindelwald,Transfiguracao,Duro,4,10,2,1,duelo_real,13.35,84.33,91.23,77.88,1,0,260.09
311,E00312,P072,Gellert Grindelwald,Transfiguracao,Piertotum Locomotor,4,8,8,1,missao,15.81,80.28,86.44,85.52,0,0,252.43
312,E00313,P073,Gellert Grindelwald,Transfiguracao,Reparifarge,2,7,2,1,missao,12.77,87.06,81.75,74.72,1,0,246.75999999999996
313,E00314,P074,Gellert Grindelwald,Transfiguracao,Vera Verto,3,2,4,0,treino,11.84,73.94,92.97,83.22,1,0,258.29
314,E00315,P075,Gellert Grindelwald,Transfiguracao,Duro,4,8,6,1,missao,14.81,83.42,88.29,77.62,1,0,258.52000000000004
315,E00316,P076,Gellert Grindelwald,Transfiguracao,Piertotum Locomotor,5,7,8,1,missao,14.19,68.28,83.2,71.56,0,0,226.85000000000002
316,E00317,P077,Gellert Grindelwald,Transfiguracao,Reparifarge,2,10,4,0,duelo_real,10.81,79.04,88.4,82.69,1,0,257.32
317,E00318,P078,Gellert Grindelwald,Transfiguracao,Vera Verto,3,8,4,1,missao,12.61,84.03,77.64,81.92,1,0,250.98000000000002
318,E00319,P079,Gellert Grindelwald,Transfiguracao,Duro,3,7,9,0,missao,13.21,82.29,85.1,75.94,0,0,245.11999999999998
319,E00320,P080,Gellert Grindelwald,Transfiguracao,Piertotum Locomotor,5,8,4,0,missao,12.98,72.99,87.46,84.18,1,0,255.65
320,E00321,P081,Gellert Grindelwald,Pocoes,Antidoto simples,1,4,4,0,exame,12.4,74.72,81.85,80.91,1,0,241.07999999999998
321,E00322,P082,Gellert Grindelwald,Pocoes,Pocao Wiggenweld,3,8,3,0,missao,11.78,75.01,82.15,74.83,0,0,229.21
322,E00323,P083,Gellert Grindelwald,Pocoes,Pocao Polissuco,4,6,2,1,exame,13.87,80.76,76.86,84.73,1,0,248.48000000000002
323,E00324,P084,Gellert Grindelwald,Pocoes,Veritaserum,5,9,5,0,duelo_real,14.46,79.03,85.3,68.51,1,1,233.37999999999997
324,E00325,P085,Gellert Grindelwald,Pocoes,Antidoto simples,1,10,3,1,duelo_real,9.95,81.55,85.52,76.14,1,0,248.26
325,E00326,P086,Gellert Grindelwald,Pocoes,Pocao Wiggenweld,2,9,9,1,duelo_real,13.5,64.59,77.06,82.56,0,0,223.71
326,E00327,P087,Gellert Grindelwald,Pocoes,Pocao Polissuco,4,4,8,0,exame,14.29,68.0,80.47,75.11,0,0,225.29
327,E00328,P088,Gellert Grindelwald,Pocoes,Veritaserum,5,3,4,0,treino,14.81,75.43,85.21,72.49,0,0,232.32
328,E00329,P089,Gellert Grindelwald,Pocoes,Antidoto simples,1,1,8,0,treino,13.92,71.53,82.44,77.55,1,0,237.6
329,E00330,P090,Gellert Grindelwald,Pocoes,Pocao Wiggenweld,2,3,8,0,treino,12.04,73.07,74.26,77.62,1,0,234.91
330,E00331,P091,Gellert Grindelwald,Pocoes,Pocao Polissuco,4,7,10,0,missao,15.39,70.13,81.31,84.68,1,0,248.73000000000002
331,E00332,P092,Gellert Grindelwald,Pocoes,Veritaserum,5,9,3,1,duelo_real,14.47,70.8,78.05,72.67,1,0,230.04999999999998
332,E00333,P093,Gellert Grindelwald,Pocoes,Antidoto simples,1,2,3,0,treino,13.26,80.8,84.45,77.73,1,0,244.72000000000003
333,E00334,P094,Gellert Grindelwald,Pocoes,Pocao Wiggenweld,2,3,5,1,treino,13.46,78.87,73.4,80.53,1,0,238.34
334,E00335,P095,Gellert Grindelwald,Pocoes,Pocao Polissuco,4,5,5,1,exame,14.76,76.22,82.93,68.37,1,0,235.76000000000002
335,E00336,P096,Gellert Grindelwald,Pocoes,Veritaserum,5,7,2,0,missao,14.23,76.88,79.48,68.87,0,1,213.00000000000003
336,E00337,P097,Gellert Grindelwald,Pocoes,Antidoto simples,1,7,1,1,missao,9.07,78.03,84.35,79.66,1,0,245.97
337,E00338,P098,Gellert Grindelwald,Pocoes,Pocao Wiggenweld,2,4,10,0,exame,13.26,75.58,90.54,73.82,1,0,250.68
338,E00339,P099,Gellert Grindelwald,Pocoes,Pocao Polissuco,4,6,6,0,exame,14.56,69.45,88.34,72.79,1,0,240.02000000000004
339,E00340,P100,Gellert Grindelwald,Pocoes,Veritaserum,5,2,4,1,treino,15.6,73.99,90.76,67.82,1,0,240.97
340,E00341,P101,Gellert Grindelwald,Cura,Episkey,2,6,6,1,exame,14.29,76.8,72.37,67.89,0,0,212.77
341,E00342,P102,Gellert Grindelwald,Cura,Ferula,2,10,9,0,duelo_real,12.85,77.85,79.58,73.59,0,0,231.17000000000002
342,E00343,P103,Gellert Grindelwald,Cura,Rennervate,3,5,2,0,exame,13.55,72.51,79.62,74.56,1,0,231.14
343,E00344,P104,Gellert Grindelwald,Cura,Vulnera Sanentur,5,10,7,1,duelo_real,15.44,68.88,88.11,75.95,1,1,234.5
344,E00345,P105,Gellert Grindelwald,Cura,Episkey,2,8,7,0,missao,13.46,76.8,86.81,81.18,1,0,252.33
345,E00346,P106,Gellert Grindelwald,Cura,Ferula,2,6,2,1,exame,12.11,74.14,82.64,71.51,1,0,232.18
346,E00347,P107,Gellert Grindelwald,Cura,Rennervate,2,5,9,0,exame,13.95,79.69,88.19,78.05,1,0,254.98000000000002
347,E00348,P108,Gellert Grindelwald,Cura,Vulnera Sanentur,5,2,8,0,treino,15.58,84.57,73.32,78.62,1,0,248.92999999999998
348,E00349,P109,Gellert Grindelwald,Cura,Episkey,1,10,9,1,duelo_real,13.27,73.84,79.5,75.32,0,0,226.39
349,E00350,P110,Gellert Grindelwald,Cura,Ferula,2,2,8,0,treino,12.67,71.71,75.37,68.22,1,0,224.63
350,E00351,P111,Gellert Grindelwald,Cura,Rennervate,3,10,8,0,duelo_real,13.1,80.09,89.56,73.97,1,0,254.52
351,E00352,P112,Gellert Grindelwald,Cura,Vulnera Sanentur,5,8,9,1,missao,16.88,70.6,76.96,80.72,1,0,240.39999999999998
352,E00353,P113,Gellert Grindelwald,Cura,Episkey,1,9,9,1,duelo_real,13.3,73.94,75.41,79.02,1,0,236.07
353,E00354,P114,Gellert Grindelwald,Cura,Ferula,2,7,2,0,missao,12.47,78.26,70.34,73.88,1,0,226.01000000000002
354,E00355,P115,Gellert Grindelwald,Cura,Rennervate,3,4,3,1,exame,13.72,76.56,74.46,66.8,0,0,213.1
355,E00356,P116,Gellert Grindelwald,Cura,Vulnera Sanentur,5,6,1,0,exame,13.01,76.23,84.64,73.02,0,0,231.88
356,E00357,P117,Gellert Grindelwald,Cura,Episkey,2,10,4,0,duelo_real,11.4,84.15,82.19,75.75,1,0,248.69000000000003
357,E00358,P118,Gellert Grindelwald,Cura,Ferula,1,4,4,1,exame,13.36,77.87,81.9,73.9,1,0,236.31
358,E00359,P119,Gellert Grindelwald,Cura,Rennervate,2,5,8,0,exame,12.22,68.27,75.2,77.44,0,0,220.69
359,E00360,P120,Gellert Grindelwald,Cura,Vulnera Sanentur,5,1,6,1,treino,16.9,74.81,89.77,64.53,1,1,228.20999999999998
360,E00361,P001,Minerva McGonagall,Ataque,Expelliarmus,1,10,1,0,duelo_real,11.53,89.57,77.72,82.25,1,0,251.00999999999996
361,E00362,P002,Minerva McGonagall,Ataque,Estupefaca,3,7,9,0,missao,14.88,82.8,79.56,77.46,1,0,249.94
362,E00363,P003,Minerva McGonagall,Ataque,Bombarda,4,3,4,0,treino,16.59,79.06,75.93,77.94,1,0,238.34
363,E00364,P004,Minerva McGonagall,Ataque,Confringo,4,9,8,0,duelo_real,15.65,85.52,77.3,77.93,1,0,251.1
364,E00365,P005,Minerva McGonagall,Ataque,Expelliarmus,2,4,9,1,exame,13.17,77.89,73.88,85.87,1,0,247.47
365,E00366,P006,Minerva McGonagall,Ataque,Estupefaca,3,10,4,1,duelo_real,14.77,73.3,72.88,76.35,1,0,227.76
366,E00367,P007,Minerva McGonagall,Ataque,Bombarda,4,6,9,1,exame,15.44,79.33,67.08,73.18,0,0,221.15
367,E00368,P008,Minerva McGonagall,Ataque,Confringo,5,10,7,0,duelo_real,17.58,71.56,77.47,88.4,0,0,236.85000000000002
368,E00369,P009,Minerva McGonagall,Ataque,Expelliarmus,2,4,7,0,exame,13.77,82.22,74.08,86.26,1,0,249.79
369,E00370,P010,Minerva McGonagall,Ataque,Estupefaca,3,4,3,0,exame,12.4,81.1,82.03,82.99,0,0,242.72
370,E00371,P011,Minerva McGonagall,Ataque,Bombarda,4,7,10,0,missao,14.49,79.8,67.63,80.89,0,0,231.82999999999998
371,E00372,P012,Minerva McGonagall,Ataque,Confringo,4,4,4,1,exame,15.92,84.11,78.07,82.59,1,0,250.85
372,E00373,P013,Minerva McGonagall,Ataque,Expelliarmus,2,5,2,0,exame,12.09,78.44,73.94,84.96,1,0,241.24999999999997
373,E00374,P014,Minerva McGonagall,Ataque,Estupefaca,3,2,2,0,treino,15.36,88.25,77.21,84.76,1,0,252.85999999999996
374,E00375,P015,Minerva McGonagall,Ataque,Bombarda,3,9,10,0,duelo_real,15.01,76.53,62.74,88.12,0,0,228.38000000000002
375,E00376,P016,Minerva McGonagall,Ataque,Confringo,5,2,4,0,treino,15.03,79.8,78.38,80.82,1,0,247.97
376,E00377,P017,Minerva McGonagall,Ataque,Expelliarmus,2,7,9,1,missao,12.12,83.55,80.65,77.56,0,0,242.64
377,E00378,P018,Minerva McGonagall,Ataque,Estupefaca,3,7,1,1,missao,14.26,79.0,81.76,75.49,0,0,228.99
378,E00379,P019,Minerva McGonagall,Ataque,Bombarda,4,9,6,0,duelo_real,15.52,77.73,67.88,77.34,1,0,231.43
379,E00380,P020,Minerva McGonagall,Ataque,Confringo,5,10,7,1,duelo_real,17.78,85.74,76.72,82.48,1,0,254.16
380,E00381,P021,Minerva McGonagall,Defesa,Protego,2,4,3,0,exame,11.57,90.83,79.61,81.8,1,0,257.67
381,E00382,P022,Minerva McGonagall,Defesa,Finite Incantatem,4,6,5,1,exame,14.8,78.1,68.66,79.54,1,0,234.5
382,E00383,P023,Minerva McGonagall,Defesa,Protego Maxima,4,6,9,1,exame,15.58,75.29,77.97,87.27,1,0,251.94999999999996
383,E00384,P024,Minerva McGonagall,Defesa,Expecto Patronum,5,6,7,0,exame,16.05,76.16,87.21,86.19,1,0,260.51
384,E00385,P025,Minerva McGonagall,Defesa,Protego,2,9,9,1,duelo_real,15.96,86.16,75.58,80.32,1,0,249.1
385,E00386,P026,Minerva McGonagall,Defesa,Finite Incantatem,2,7,4,0,missao,12.48,80.9,73.41,85.35,1,0,245.17999999999998
386,E00387,P027,Minerva McGonagall,Defesa,Protego Maxima,4,9,10,0,duelo_real,15.47,76.7,85.14,73.16,1,0,247.53
387,E00388,P028,Minerva McGonagall,Defesa,Expecto Patronum,5,4,6,1,exame,14.58,80.25,73.02,83.28,1,0,247.96999999999994
388,E00389,P029,Minerva McGonagall,Defesa,Protego,2,2,1,0,treino,11.85,92.85,79.07,80.0,1,0,255.06999999999996
389,E00390,P030,Minerva McGonagall,Defesa,Finite Incantatem,3,8,8,1,missao,13.17,75.99,73.04,86.72,0,0,236.58
390,E00391,P031,Minerva McGonagall,Defesa,Protego Maxima,3,7,4,1,missao,13.53,80.04,84.82,73.51,0,1,224.84
391,E00392,P032,Minerva McGonagall,Defesa,Expecto Patronum,5,8,9,0,missao,15.75,80.37,74.34,89.51,0,0,247.47000000000003
392,E00393,P033,Minerva McGonagall,Defesa,Protego,2,9,2,0,duelo_real,12.98,86.49,77.58,79.18,1,0,246.27
393,E00394,P034,Minerva McGonagall,Defesa,Finite Incantatem,3,4,9,1,exame,15.04,80.66,71.33,87.04,1,0,248.99000000000004
394,E00395,P035,Minerva McGonagall,Defesa,Protego Maxima,4,5,1,0,exame,13.95,82.13,73.9,81.44,1,0,242.52000000000004
395,E00396,P036,Minerva McGonagall,Defesa,Expecto Patronum,4,9,9,1,duelo_real,16.12,75.13,77.1,78.75,1,0,241.86
396,E00397,P037,Minerva McGonagall,Defesa,Protego,2,7,1,0,missao,12.78,83.16,78.75,82.02,1,0,246.15
